author_year,Sample.trt.name,Location,Substrate.source,Soil.type,Soil.texture,Soil.BD,Soil.pH,Substrate.amt,Added.C.type,Added.N.type,Headspace.gas,Inhibitors,Incubation.time,Temperature,N2O.ratio_trt,SD_trt,N2O.ratio_cont,SD_cont,n,C.initial,C.added,Total.C,N.initial,N.added,Total.N,C.N.total,C.N.added,,N2O.ratio_actual
Cuhel_2011a,MI-pH5.8,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,5.8,25,glucose,KNO3,He,acetylene,1,25,0.34,0.17,NA,NA,4,23.5,0.08,23.58,0.04,0.01,0.05,471.6,1.6,,
Cuhel_2011a,MI-pH6.2,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.2,25,glucose,KNO3,He,acetylene,1,25,0.3,0.17,NA,NA,4,23.5,0.08,23.58,0.04,0.01,0.05,471.6,1.6,,
Cuhel_2011a,MI-pH6.9,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.9,25,glucose,KNO3,He,acetylene,1,25,0.31,0.17,NA,NA,4,23.5,0.08,23.58,0.04,0.01,0.05,471.6,1.6,,
Cuhel_2011a,MI-pH8.3,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,8.3,25,glucose,KNO3,He,acetylene,1,25,0.15,0.17,NA,NA,4,23.5,0.08,23.58,0.04,0.01,0.05,471.6,1.6,,
Cuhel_2011a,MI-pH9.3,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,9.3,25,glucose,KNO3,He,acetylene,1,25,0.08,0.17,NA,NA,4,23.5,0.08,23.58,0.04,0.01,0.05,471.6,1.6,,
Cuhel_2011a,MI-pH10.4,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,10.4,25,glucose,KNO3,He,acetylene,1,25,0.05,0.17,NA,NA,4,23.5,0.08,23.58,0.04,0.01,0.05,471.6,1.6,,
Cuhel_2011a,NI-pH3,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,3,25,glucose,KNO3,He,acetylene,1,25,1,0.2,NA,NA,4,21.4,0.08,21.48,0.05,0.01,0.06,358,1.333333333,,
Cuhel_2011a,NI-pH3.8,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,3.8,25,glucose,KNO3,He,acetylene,1,25,1,0.2,NA,NA,4,21.4,0.08,21.48,0.05,0.01,0.06,358,1.333333333,,
Cuhel_2011a,NI-pH5.2,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,5.2,25,glucose,KNO3,He,acetylene,1,25,0.77,0.2,NA,NA,4,21.4,0.08,21.48,0.05,0.01,0.06,358,1.333333333,,
Cuhel_2011a,NI-pH5.9,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,5.9,25,glucose,KNO3,He,acetylene,1,25,0.69,0.2,NA,NA,4,21.4,0.08,21.48,0.05,0.01,0.06,358,1.333333333,,
Cuhel_2011a,NI-pH6.4,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.4,25,glucose,KNO3,He,acetylene,1,25,0.51,0.2,NA,NA,4,21.4,0.08,21.48,0.05,0.01,0.06,358,1.333333333,,
Cuhel_2011a,NI-pH7.2,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,7.2,25,glucose,KNO3,He,acetylene,1,25,0.3,0.2,NA,NA,4,21.4,0.08,21.48,0.05,0.01,0.06,358,1.333333333,,
Cuhel_2011a,NI-pH8.3,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,8.3,25,glucose,KNO3,He,acetylene,1,25,0.24,0.2,NA,NA,4,21.4,0.08,21.48,0.05,0.01,0.06,358,1.333333333,,
Cuhel_2011a,NI-pH9.8,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,9.8,25,glucose,KNO3,He,acetylene,1,25,0.22,0.2,NA,NA,4,21.4,0.08,21.48,0.05,0.01,0.06,358,1.333333333,,
Cuhel_2011b,acidic-pH5,Czech Republic,grassland,Haplic Phaeozem,loamy sand,,5,25,glucose,KNO3,He,acetylene,1,25,0.73,0.06,NA,NA,4,0.023,0.08,0.103,0.003,0.01,0.013,7.923076923,6.153846154,,
Cuhel_2011b,natural-pH6.03,Czech Republic,grassland,Haplic Phaeozem,loamy sand,,6.03,25,glucose,KNO3,He,acetylene,1,25,0.44,0.03,NA,NA,4,0.021,0.08,0.101,0.014,0.01,0.024,4.208333333,3.333333333,,
Cuhel_2011b,alkaline-pH7.07,Czech Republic,grassland,Haplic Phaeozem,loamy sand,,7.07,25,glucose,KNO3,He,acetylene,1,25,0.28,0.07,NA,NA,4,0.024,0.08,0.104,0.015,0.01,0.025,4.16,3.2,,
Cuhel_2011b,natural-pH4.97,Czech Republic,grassland,Haplic Phaeozem,loamy sand,,4.97,25,glucose,KNO3,He,acetylene,1,25,0.75,0.04,NA,NA,4,0.021,0.08,0.101,0.014,0.01,0.024,4.208333333,3.333333333,,
Cuhel_2011b,natural-pH7.01,Czech Republic,grassland,Haplic Phaeozem,loamy sand,,7.01,25,glucose,KNO3,He,acetylene,1,25,0.25,0.02,NA,NA,4,0.021,0.08,0.101,0.014,0.01,0.024,4.208333333,3.333333333,,
Cuhel_2011b,acidic-pH5.95,Czech Republic,grassland,Haplic Phaeozem,loamy sand,,5.95,25,glucose,KNO3,He,acetylene,1,25,0.49,0.03,NA,NA,4,0.023,0.08,0.103,0.003,0.01,0.013,7.923076923,6.153846154,,
Cuhel_2011b,alkaline-pH6.08,Czech Republic,grassland,Haplic Phaeozem,loamy sand,,6.08,25,glucose,KNO3,He,acetylene,1,25,0.5,0.05,NA,NA,4,0.024,0.08,0.104,0.015,0.01,0.025,4.16,3.2,,
Dendooven_1995,t-24h,United Kingdom,pasture,Hallsworth,clay,,6,7.5,none,KNO3,He,"chloramphenicol, acetylene",24,25,0.46,0.3,NA,NA,18,47,0,47,0.094,0.006,0.1,470,0,,
Dendooven_1995,t-36h,United Kingdom,pasture,Hallsworth,clay,,6,7.5,none,KNO3,He,"chloramphenicol, acetylene",36,25,0.41,0.21,NA,NA,18,47,0,47,0.094,0.006,0.1,470,0,,
Dendooven_1995,t-48h,United Kingdom,pasture,Hallsworth,clay,,6,7.5,none,KNO3,He,"chloramphenicol, acetylene",48,25,0.36,0.25,NA,NA,18,47,0,47,0.094,0.006,0.1,470,0,,
Dendooven_1996,spruce,United Kingdom,forest,Haldon,silt loam,,4.7,7.5,none,KNO3,He,"chloramphenicol, acetylene",96,25,0.5,0.21,NA,NA,27,36.1,0,36.1,3.5,0.02,3.52,10.25568182,0,,
Dodla_2008,FS-ave-2N,USA,wetland,Barbary muck,clay,0.24,6.2,10,none,KNO3,N2,acetylene,120,20,0.3,0.14,NA,NA,6,75.4,0,75.4,5.5,0.002,5.502,13.7041076,0,,
Dodla_2008,FM-ave-2N,USA,wetland,Allemands muck,silty clay loam,0.07,6.1,10,none,KNO3,N2,acetylene,120,20,0.85,0.02,NA,NA,3,371,0,371,24.5,0.002,24.502,15.14162109,0,,
Dodla_2008,SM-ave-2N,USA,wetland,Timbalier muck,silty clay,0.16,7.3,10,none,KNO3,N2,acetylene,120,20,0,0,NA,NA,6,159,0,159,8.7,0.002,8.702,18.27166169,0,,
Dodla_2008,FS-ave-10N,USA,wetland,Barbary muck,clay,0.24,6.2,10,none,KNO3,N2,acetylene,120,20,0.14,0.07,NA,NA,6,75.4,0,75.4,5.5,0.01,5.51,13.68421053,0,,
Dodla_2008,FM-ave-10N,USA,wetland,Allemands muck,silty clay loam,0.07,6.1,10,none,KNO3,N2,acetylene,120,20,0.63,0.15,NA,NA,3,371,0,371,24.5,0.01,24.51,15.13667891,0,,
Dodla_2008,SM-ave-10N,USA,wetland,Timbalier muck,silty clay,0.16,7.3,10,none,KNO3,N2,acetylene,120,20,0.06,0.05,NA,NA,6,159,0,159,8.7,0.01,8.71,18.25487945,0,,
Ducey_2015,natural-RW0,USA,wetland,"Ponzer, Scuppernong, Belhaven",loam,0.22,4.6,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.7,1.09,0.48,0.31,3,2.9,0,2.9,0.1,0.08,0.18,16.11111111,0,,
Ducey_2015,natural-RW1,USA,wetland,"Ponzer, Scuppernong, Belhaven",loam,0.22,4.5,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.67,0.57,0.3,0.91,3,3.2,0,3.2,0.1,0.08,0.18,17.77777778,0,,
Ducey_2015,natural-RW2,USA,wetland,"Ponzer, Scuppernong, Belhaven",loam,0.22,3.9,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.67,0.54,0.55,0.31,3,4.7,0,4.7,0.1,0.08,0.18,26.11111111,0,,
Ducey_2015,natural-RW3,USA,wetland,"Ponzer, Scuppernong, Belhaven",loam,0.22,4.3,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.59,0.85,0.48,0.38,3,1.6,0,1.6,0.06,0.08,0.14,11.42857143,0,,
Ducey_2015,restored-RW0,USA,wetland,"Scuppernong, Belhaven",loam,0.41,4.5,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.47,0.5,0.26,0.21,3,4.1,0,4.1,0.1,0.08,0.18,22.77777778,0,,
Ducey_2015,restored-RW1,USA,wetland,"Scuppernong, Belhaven",loam,0.41,4.4,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.68,0.66,0.53,0.33,3,4.2,0,4.2,0.1,0.08,0.18,23.33333333,0,,
Ducey_2015,restored-RW2,USA,wetland,"Scuppernong, Belhaven",loam,0.41,4.5,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.5,0.62,0.54,0.36,3,4,0,4,0.1,0.08,0.18,22.22222222,0,,
Ducey_2015,restored-RW3,USA,wetland,"Scuppernong, Belhaven",loam,0.41,5.2,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.57,0.57,0.45,0.25,3,2,0,2,0.06,0.08,0.14,14.28571429,0,,
Ducey_2015,agfield-RW0,USA,ag field,"Ponzer, Belhaven, Roper",loam,0.81,6,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.57,0.47,0.37,0.18,3,1.5,0,1.5,0.06,0.08,0.14,10.71428571,0,,
Ducey_2015,agfield-RW1,USA,ag field,"Ponzer, Belhaven, Roper",loam,0.81,5.6,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.42,0.33,0.41,0.2,3,1.9,0,1.9,0.07,0.08,0.15,12.66666667,0,,
Ducey_2015,agfield-RW2,USA,ag field,"Ponzer, Belhaven, Roper",loam,0.81,6.1,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.62,0.5,0.42,0.19,3,2,0,2,0.08,0.08,0.16,12.5,0,,
Ducey_2015,agfield-RW3,USA,ag field,"Ponzer, Belhaven, Roper",loam,0.81,6.7,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.4,0.48,0.14,0.73,3,0.5,0,0.5,0.03,0.08,0.11,4.545454545,0,,
Estavillo_2002,NP-10cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.26,6.8,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.17,0.03,NA,NA,3,0.338,0.072,0.41,0.008,0.014,0.022,18.63636364,3.272727273,,
Estavillo_2002,P2-10cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.15,6.8,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.06,0.03,NA,NA,3,0.338,0.072,0.41,0.01,0.014,0.024,17.08333333,3,,
Estavillo_2002,P12-10cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.17,6.8,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.18,0.03,NA,NA,3,0.338,0.072,0.41,0.02,0.014,0.034,12.05882353,2.117647059,,
Estavillo_2002,NP-20cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.56,7.7,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.02,0.01,NA,NA,3,0.148,0.072,0.22,4.00E-04,0.014,0.0144,15.27777778,5,,
Estavillo_2002,P2-20cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.55,7.7,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.06,0.01,NA,NA,3,0.148,0.072,0.22,0.008,0.014,0.022,10,3.272727273,,
Estavillo_2002,P12-20cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.53,7.7,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.04,0.01,NA,NA,3,0.148,0.072,0.22,0.01,0.014,0.024,9.166666667,3,,
Estavillo_2002,NP-30cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.62,8.2,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.002,0.01,NA,NA,3,0.086,0.072,0.158,0.005,0.014,0.019,8.315789474,3.789473684,,
Estavillo_2002,P2-30cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.6,8.2,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.02,0.01,NA,NA,3,0.086,0.072,0.158,0.009,0.014,0.023,6.869565217,3.130434783,,
Estavillo_2002,P12-30cm-nofert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.61,8.2,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.01,0.01,NA,NA,3,0.086,0.072,0.158,0.02,0.014,0.034,4.647058824,2.117647059,,
Estavillo_2002,NP-10cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.26,6.8,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.8,0.07,NA,NA,3,0.338,0.072,0.41,0.033,0.014,0.047,8.723404255,1.531914894,,
Estavillo_2002,P2-10cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.15,6.8,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.73,0.07,NA,NA,3,0.338,0.072,0.41,0.05,0.014,0.064,6.40625,1.125,,
Estavillo_2002,P12-10cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.17,6.8,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,1,0.07,NA,NA,3,0.338,0.072,0.41,0.05,0.014,0.064,6.40625,1.125,,1.07
Estavillo_2002,NP-20cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.56,7.7,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.13,0.01,NA,NA,3,0.148,0.072,0.22,0.01,0.014,0.024,9.166666667,3,,
Estavillo_2002,P2-20cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.55,7.7,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.13,0.01,NA,NA,3,0.148,0.072,0.22,0.003,0.014,0.017,12.94117647,4.235294118,,
Estavillo_2002,P12-20cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.53,7.7,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.14,0.01,NA,NA,3,0.148,0.072,0.22,0.03,0.014,0.044,5,1.636363636,,
Estavillo_2002,NP-30cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.62,8.2,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.05,0.01,NA,NA,3,0.086,0.072,0.158,0.009,0.014,0.023,6.869565217,3.130434783,,
Estavillo_2002,P2-30cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.6,8.2,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.07,0.01,NA,NA,3,0.086,0.072,0.158,0.01,0.014,0.024,6.583333333,3,,
Estavillo_2002,P12-30cm-fert,Spain,pasture,Haplic Fluvisol,sandy clay loam,1.61,8.2,25,glucose,KNO3,N2,"chloramphenicol, acetylene",3,20,0.09,0.01,NA,NA,3,0.086,0.072,0.158,0.008,0.014,0.022,7.181818182,3.272727273,,
Foltz_2021,rye-fert,USA,ag field,Drummer,silty clay loam,1.3,6.7,25,glucose,KNO3,He,acetylene,5,21,0.81,0.9,NA,NA,3,31.9,2,33.9,0.43,0.1,0.53,63.96226415,3.773584906,,
Foltz_2021,fert,USA,ag field,Drummer,silty clay loam,1.3,6.7,25,glucose,KNO3,He,acetylene,5,21,0.74,0.28,NA,NA,3,31.9,2,33.9,0.6,0.1,0.7,48.42857143,2.857142857,,
Foltz_2021,rye-nofert,USA,ag field,Drummer,silty clay loam,1.3,6.7,25,glucose,KNO3,He,acetylene,5,21,0.57,0.27,NA,NA,3,31.9,2,33.9,0.008,0.1,0.108,313.8888889,18.51851852,,
Foltz_2021,nofert,USA,ag field,Drummer,silty clay loam,1.3,6.7,25,glucose,KNO3,He,acetylene,5,21,0.84,0.39,NA,NA,3,31.9,2,33.9,0.012,0.1,0.112,302.6785714,17.85714286,,
Foltz_2021,farm-Nonly,USA,ag field,Drummer,silty clay loam,1.3,6.7,25,glucose,KNO3,He,acetylene,5,21,0.68,0.15,0.13,0.15,3,17.2,2,19.2,1.7,0.1,1.8,10.66666667,1.111111111,,
Foltz_2021,farm-Conly,USA,ag field,Drummer,silty clay loam,1.3,6.7,25,glucose,KNO3,He,acetylene,5,21,0.09,0.15,0.13,0.15,3,17.2,2,19.2,1.7,0.1,1.8,10.66666667,1.111111111,,
Foltz_2021,farm-NandC,USA,ag field,Drummer,silty clay loam,1.3,6.7,25,glucose,KNO3,He,acetylene,5,21,0.54,0.19,0.13,0.15,3,17.2,2,19.2,1.7,0.1,1.8,10.66666667,1.111111111,,
Foltz_2021,wood,USA,forest,Russell,silt loam,1.06,5.7,25,glucose,KNO3,He,acetylene,5,21,0.52,0.43,NA,NA,3,23.1,2,25.1,2.2,0.1,2.3,10.91304348,0.869565217,,
Foltz_2021,orgveg-Nonly,USA,ag field,Thorp,silt loam,1.25,6.5,25,glucose,KNO3,He,acetylene,5,21,0.35,0.08,0.23,0.08,3,17.4,2,19.4,1.7,0.1,1.8,10.77777778,1.111111111,,
Foltz_2021,orgveg-Conly,USA,ag field,Thorp,silt loam,1.25,6.5,25,glucose,KNO3,He,acetylene,5,21,0.03,0.08,0.23,0.08,3,17.4,2,19.4,1.7,0.1,1.8,10.77777778,1.111111111,,
Foltz_2021,orgveg-NandC,USA,ag field,Thorp,silt loam,1.25,6.5,25,glucose,KNO3,He,acetylene,5,21,0.05,0.62,0.23,0.08,3,17.4,2,19.4,1.7,0.1,1.8,10.77777778,1.111111111,,
Foltz_2021,pasture,USA,pasture,Herrick,silt loam,1.36,6.6,25,glucose,KNO3,He,acetylene,5,21,1,0.59,NA,NA,3,15.8,2,17.8,1.6,0.1,1.7,10.47058824,1.176470588,,
Henault_1998,chalons,France,ag field,rendzic leptosol,sand,1.25,8.1,50,none,KNO3 or N2O,N2,acetylene,168,20,0.1,0.06,NA,NA,4,16.7,0,16.7,0.003,0.1,0.103,162.1359223,0,,
Henault_1998,longchamp,France,ag field,gleyic luvisol,loam,1.5,6,50,none,KNO3 or N2O,N2,acetylene,168,20,0.77,0.16,NA,NA,4,8.6,0,8.6,0.004,0.1,0.104,82.69230769,0,,
Henault_1998,messigny,France,ag field,eutric leptosol,sand,1,7.9,50,none,KNO3 or N2O,N2,acetylene,168,20,0.1,0.08,NA,NA,4,30.9,0,30.9,0.025,0.1,0.125,247.2,0,,
Huang_2015,pH3.71-N2,China,orchard,red soil,sandy clay loam,,3.71,20,none,NO3 (comp NR),NR,acetylene,168,25,0.06,0,0.03,0.01,3,21,0,21,0.015,0.01,0.025,840,0,,
Huang_2015,pH3.71-N3,China,orchard,red soil,sandy clay loam,,3.71,20,none,NO3 (comp NR),NR,acetylene,168,25,0.06,0.03,0.03,0.01,3,21,0,21,0.015,0.05,0.065,323.0769231,0,,
Huang_2015,pH3.71-N4,China,orchard,red soil,sandy clay loam,,3.71,20,none,NO3 (comp NR),NR,acetylene,168,25,0.1,0.01,0.03,0.01,3,21,0,21,0.015,0.23,0.245,85.71428571,0,,
Huang_2015,pH5.11-N2,China,orchard,red soil,sandy clay loam,,5.11,20,none,NO3 (comp NR),NR,acetylene,168,25,0.06,0.01,0,0,3,21,0,21,0.024,0.01,0.034,617.6470588,0,,
Huang_2015,pH5.11-N3,China,orchard,red soil,sandy clay loam,,5.11,20,none,NO3 (comp NR),NR,acetylene,168,25,0.05,0,0,0,3,21,0,21,0.024,0.05,0.074,283.7837838,0,,
Huang_2015,pH5.11-N4,China,orchard,red soil,sandy clay loam,,5.11,20,none,NO3 (comp NR),NR,acetylene,168,25,0.06,0,0,0,3,21,0,21,0.024,0.23,0.254,82.67716535,0,,
Huang_2015,pH6.19-N2,China,orchard,red soil,sandy clay loam,,6.19,20,none,NO3 (comp NR),NR,acetylene,168,25,0,0,0,0,3,21,0,21,0.031,0.01,0.041,512.195122,0,,
Huang_2015,pH6.19-N3,China,orchard,red soil,sandy clay loam,,6.19,20,none,NO3 (comp NR),NR,acetylene,168,25,0,0,0,0,3,21,0,21,0.031,0.05,0.081,259.2592593,0,,
Huang_2015,pH6.19-N4,China,orchard,red soil,sandy clay loam,,6.19,20,none,NO3 (comp NR),NR,acetylene,168,25,0,0,0,0,3,21,0,21,0.031,0.23,0.261,80.45977011,0,,
Hunt_2003,bulrush,USA,wetland,,loamy sand,1.52,7.2,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,25,0.69,0.62,NA,NA,9,7.4,0.8,8.2,0.0014,0.08,0.0814,100.7371007,9.828009828,,
Hunt_2003,cattail,USA,wetland,,loamy sand,1.52,7.1,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,25,0.63,0.56,NA,NA,10,5.5,0.8,6.3,0.0009,0.08,0.0809,77.87391842,9.888751545,,
Hunt_2007,A,USA,riparian buffer,"Autryville, Bibb",loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.81,0.19,0.24,0.21,4,70.4,0.24,70.64,2.7,0.08,2.78,25.41007194,0.086330935,,
Hunt_2007,B,USA,riparian buffer,Bibb,loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.4,0.19,0.31,0.21,4,76.7,0.24,76.94,2.9,0.08,2.98,25.81879195,0.080536913,,
Hunt_2007,C,USA,riparian buffer,"Bibb, Norfolk",loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.23,0.19,0.14,0.21,4,23.3,0.24,23.54,1.1,0.08,1.18,19.94915254,0.203389831,,
Hunt_2007,D,USA,riparian buffer,"Bibb, Gritney-Slagle",loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.36,0.19,0.84,0.21,4,31.9,0.24,32.14,1.2,0.08,1.28,25.109375,0.1875,,
Hunt_2007,E,USA,riparian buffer,Autryville,loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.14,0.19,0.19,0.21,4,36.1,0.24,36.34,1.6,0.08,1.68,21.63095238,0.142857143,,
Hunt_2007,F,USA,riparian buffer,"Autryville, Bibb",loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.06,0.19,0.2,0.21,4,37,0.24,37.24,1.6,0.08,1.68,22.16666667,0.142857143,,
Hunt_2007,G,USA,riparian buffer,"Autryville, Goldsboro",loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.28,0.19,0.02,0.21,4,26,0.24,26.24,1,0.08,1.08,24.2962963,0.222222222,,
Hunt_2007,H,USA,riparian buffer,"Autryville, Bibb",loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.11,0.19,0.04,0.21,4,28,0.24,28.24,1.2,0.08,1.28,22.0625,0.1875,,
Hunt_2007,I,USA,riparian buffer,Autryville,loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.4,0.19,0.5,0.21,4,21.6,0.24,21.84,1,0.08,1.08,20.22222222,0.222222222,,
Hunt_2007,J,USA,riparian buffer,Bibb,loam,,,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",24,24,0.08,0.19,0.05,0.21,4,17.1,0.24,17.34,0.8,0.08,0.88,19.70454545,0.272727273,,
Hunt_2009,soil,USA,wetland,,loamy sand,,7.1,12.5,glucose,NO3 (comp NR),N2,"chloramphenicol, acetylene",5,24,0.47,0.48,NA,NA,16,6,0.24,6.24,0.001,0.08,0.081,77.03703704,2.962962963,,
Hunt_2014,natural-elev1,USA,wetland,,loam,,4.43,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.66,0.03,0.44,0.02,3,0.75,0,0.75,0.005,0.08,0.085,8.823529412,0,,
Hunt_2014,natural-elev2,USA,wetland,,loam,,4.23,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.63,0.03,0.52,0.02,3,0.71,0,0.71,0.005,0.08,0.085,8.352941176,0,,
Hunt_2014,natural-elev3,USA,wetland,,loam,,4.17,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.56,0.03,0.5,0.02,3,0.61,0,0.61,0.005,0.08,0.085,7.176470588,0,,
Hunt_2014,natural-elev4,USA,wetland,,loam,,4.25,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.64,0.03,0.52,0.02,3,0.56,0,0.56,0.005,0.08,0.085,6.588235294,0,,
Hunt_2014,restored-elev1,USA,wetland,,loam,,5.61,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.57,0.03,0.37,0.02,3,0.2,0,0.2,0.006,0.08,0.086,2.325581395,0,,
Hunt_2014,restored-elev2,USA,wetland,,loam,,5.78,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.52,0.03,0.39,0.02,3,0.21,0,0.21,0.003,0.08,0.083,2.530120482,0,,
Hunt_2014,restored-elev3,USA,wetland,,loam,,5.72,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.55,0.03,0.46,0.02,3,0.21,0,0.21,0.007,0.08,0.087,2.413793103,0,,
Hunt_2014,restored-elev4,USA,wetland,,loam,,6.12,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.46,0.03,0.37,0.02,3,0.18,0,0.18,0.01,0.08,0.09,2,0,,
Hunt_2014,converted-elev1,USA,wetland,,loam,,6.01,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.49,0.03,0.25,0.02,3,0.2,0,0.2,0.02,0.08,0.1,2,0,,
Hunt_2014,converted-elev2,USA,wetland,,loam,,5.92,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.41,0.03,0.24,0.02,3,0.19,0,0.19,0.03,0.08,0.11,1.727272727,0,,
Hunt_2014,converted-elev3,USA,wetland,,loam,,6.02,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.39,0.03,0.23,0.02,3,0.16,0,0.16,0.02,0.08,0.1,1.6,0,,
Hunt_2014,converted-elev4,USA,wetland,,loam,,5.9,12.5,none,NO3 (comp NR),N2,"chloramphenicol, acetylene",NR,24,0.44,0.03,0.31,0.02,3,0.15,0,0.15,0.02,0.08,0.1,1.5,0,,
Iqbal_2014,PFS,USA,ag field,"Mollic Hapludalf, Oxyaquic Argiudolls",clay,1.17,6.38,315,none,NO3 (comp NR),air,acetylene,45.5,24,0.35,0.17,NA,NA,8,0.299,0,0.299,0.026,0.003,0.029,10.31034483,0,,
